date,hits,words,shows,shows_with_hits,density_per_1000
2024-10-01,0,93572,24,0,0.000000
2024-10-02,0,91295,22,0,0.000000
2024-10-03,0,83996,24,0,0.000000
2024-10-04,0,87919,24,0,0.000000
2024-10-05,0,82603,24,0,0.000000
2024-10-06,0,83890,22,0,0.000000
2024-10-07,0,99130,24,0,0.000000
2024-10-08,0,75175,24,0,0.000000
2024-10-09,0,76220,24,0,0.000000
2024-10-10,0,65923,15,0,0.000000
2024-10-11,0,0,0,0,0.000000
2024-10-12,0,49418,19,0,0.000000
2024-10-13,0,80602,24,0,0.000000
2024-10-14,0,79535,24,0,0.000000
2024-10-15,0,82449,24,0,0.000000
2024-10-16,0,71948,24,0,0.000000
2024-10-17,0,90336,24,0,0.000000
2024-10-18,0,91215,48,0,0.000000
2024-10-19,0,95842,48,0,0.000000
2024-10-20,0,87694,48,0,0.000000
2024-10-21,0,82615,24,0,0.000000
2024-10-22,0,76745,24,0,0.000000
2024-10-23,0,70757,24,0,0.000000
2024-10-24,0,77293,22,1,0.012938
2024-10-25,0,72405,24,4,0.138112
2024-10-26,0,95523,24,0,0.000000
2024-10-27,0,87419,24,0,0.000000
2024-10-28,0,80711,23,0,0.000000
2024-10-29,0,77400,24,0,0.000000
2024-10-30,0,74265,24,0,0.000000
2024-10-31,0,85211,24,0,0.000000
2024-11-01,0,71280,24,0,0.000000
2024-11-02,0,69742,24,0,0.000000
2024-11-03,0,66507,24,0,0.000000
2024-11-04,0,60792,19,0,0.000000
2024-11-05,0,84796,13,0,0.000000
2024-11-06,0,82133,7,0,0.000000
2024-11-07,0,63273,17,0,0.000000
2024-11-08,0,70377,24,0,0.000000
2024-11-09,0,73602,24,0,0.000000
2024-11-10,0,62359,24,0,0.000000
2024-11-11,0,67361,24,0,0.000000
2024-11-12,0,71294,24,0,0.000000
2024-11-13,0,74577,24,0,0.000000
2024-11-14,0,61755,24,0,0.000000
2024-11-15,0,65281,24,0,0.000000
2024-11-16,0,96715,24,0,0.000000
2024-11-17,0,91252,24,0,0.000000
2024-11-18,0,89515,24,1,0.011171
2024-11-19,0,98895,24,4,0.060670
2024-11-20,0,95944,24,0,0.000000
2024-11-21,0,95600,24,0,0.000000
2024-11-22,0,90306,24,1,0.011073
2024-11-23,0,88504,24,0,0.000000
2024-11-24,0,90464,24,1,0.022108
2024-11-25,0,110866,24,1,0.018040
2024-11-26,0,109145,24,7,0.293188
2024-11-27,0,97289,24,0,0.000000
2024-11-28,0,106291,21,0,0.000000
2024-11-29,0,115294,24,0,0.000000
2024-11-30,0,113163,24,0,0.000000
2024-12-01,0,109093,22,0,0.000000
2024-12-02,0,101628,23,0,0.000000
2024-12-03,0,93548,24,0,0.000000
2024-12-04,0,93176,24,0,0.000000
2024-12-05,0,88703,24,0,0.000000
2024-12-06,0,94477,24,0,0.000000
2024-12-07,0,99520,24,0,0.000000
2024-12-08,0,104836,22,1,0.019077
2024-12-09,0,93487,23,0,0.000000
2024-12-10,0,93576,24,0,0.000000
2024-12-11,0,89996,24,0,0.000000
2024-12-12,0,89888,24,0,0.000000
2024-12-13,0,93502,24,0,0.000000
2024-12-14,0,95037,24,0,0.000000
2024-12-15,0,82950,23,0,0.000000
2024-12-16,0,88520,24,0,0.000000
2024-12-17,0,85795,24,0,0.000000
2024-12-18,0,84682,24,0,0.000000
2024-12-19,0,100085,24,0,0.000000
2024-12-20,0,94443,24,1,0.010588
2024-12-21,0,99841,24,9,0.090143
2024-12-22,0,97925,24,0,0.000000
2024-12-23,0,117113,24,1,0.008539
2024-12-24,0,105966,24,1,0.009437
2024-12-25,0,106141,20,0,0.000000
2024-12-26,0,113278,24,0,0.000000
2024-12-27,0,107943,24,0,0.000000
2024-12-28,0,112072,24,0,0.000000
2024-12-29,0,117248,23,0,0.000000
2024-12-30,0,103230,24,0,0.000000
2024-12-31,0,91076,19,0,0.000000
2025-01-01,0,104903,18,0,0.000000
2025-01-02,0,88959,22,0,0.000000
2025-01-03,0,98887,23,0,0.000000
2025-01-04,0,104233,24,0,0.000000
2025-01-05,0,107948,22,0,0.000000
2025-01-06,0,92644,22,0,0.000000
2025-01-07,0,87400,23,0,0.000000
2025-01-08,0,103506,24,0,0.000000
2025-01-09,0,94602,22,0,0.000000
2025-01-10,0,105483,24,0,0.000000
2025-01-11,0,96774,24,0,0.000000
2025-01-12,0,87844,24,0,0.000000
2025-01-13,0,95089,21,0,0.000000
2025-01-14,0,95364,20,0,0.000000
2025-01-15,0,95782,20,0,0.000000
2025-01-16,0,89364,22,0,0.000000
2025-01-17,0,91838,24,0,0.000000
2025-01-18,0,101551,24,0,0.000000
2025-01-19,0,102461,23,0,0.000000
2025-01-20,0,95238,16,0,0.000000
2025-01-21,0,98174,24,0,0.000000
2025-01-22,0,99023,24,0,0.000000
2025-01-23,0,97808,24,0,0.000000
2025-01-24,0,105230,24,0,0.000000
2025-01-25,0,104076,24,0,0.000000
2025-01-26,0,92525,23,0,0.000000
2025-01-27,0,108025,23,0,0.000000
2025-01-28,0,104860,24,0,0.000000
2025-01-29,0,95538,20,0,0.000000
2025-01-30,0,93272,20,2,0.021443
2025-01-31,0,94910,24,6,0.063218
2025-02-01,0,109302,24,0,0.000000
2025-02-02,0,94805,24,0,0.000000
2025-02-03,0,100487,22,2,0.029855
2025-02-04,0,94269,24,1,0.010608
2025-02-05,0,85883,24,0,0.000000
2025-02-06,0,82190,24,1,0.012167
2025-02-07,0,87888,24,0,0.000000
2025-02-08,0,103827,24,0,0.000000
2025-02-09,0,89699,24,0,0.000000
2025-02-10,0,98632,24,0,0.000000
2025-02-11,0,104040,24,0,0.000000
2025-02-12,0,88492,24,0,0.000000
2025-02-13,0,92875,24,0,0.000000
2025-02-14,0,97235,24,0,0.000000
2025-02-15,0,98365,24,0,0.000000
2025-02-16,0,96134,24,2,0.104021
2025-02-17,0,93371,24,0,0.000000
2025-02-18,0,100681,24,0,0.000000
2025-02-19,0,97866,24,0,0.000000
2025-02-20,0,93627,24,0,0.000000
2025-02-21,0,91738,24,0,0.000000
2025-02-22,0,102269,24,0,0.000000
2025-02-23,0,95993,23,0,0.000000
2025-02-24,0,96249,24,0,0.000000
2025-02-25,0,95343,24,0,0.000000
2025-02-26,0,89622,24,0,0.000000
2025-02-27,0,89549,24,1,0.033501
2025-02-28,0,95993,24,7,0.250018
2025-03-01,0,96915,24,1,0.010318
2025-03-02,0,105874,24,0,0.000000
2025-03-03,0,88393,24,2,0.045252
2025-03-04,0,88190,24,2,0.034017
2025-03-05,0,77810,21,0,0.000000
2025-03-06,0,84858,24,0,0.000000
2025-03-07,0,86634,24,0,0.000000
2025-03-08,0,91353,24,0,0.000000
2025-03-09,0,95945,24,2,0.083381
2025-03-10,0,87370,24,0,0.000000
2025-03-11,0,86866,24,0,0.000000
2025-03-12,0,82211,24,0,0.000000
2025-03-13,0,85980,24,0,0.000000
2025-03-14,0,96618,24,0,0.000000
2025-03-15,0,89635,24,0,0.000000
2025-03-16,0,106063,24,0,0.000000
2025-03-17,0,92210,24,0,0.000000
2025-03-18,0,98319,24,1,0.010171
2025-03-19,0,98519,24,0,0.000000
2025-03-20,0,89138,24,0,0.000000
2025-03-21,0,101531,24,0,0.000000
2025-03-22,0,98798,24,0,0.000000
2025-03-23,0,95580,24,0,0.000000
2025-03-24,0,92346,27,0,0.000000
2025-03-25,0,89414,24,0,0.000000
2025-03-26,0,86811,24,0,0.000000
2025-03-27,0,92037,24,0,0.000000
2025-03-28,0,94094,24,0,0.000000
2025-03-29,0,91434,24,0,0.000000
2025-03-30,0,86743,24,0,0.000000
2025-03-31,0,84919,26,0,0.000000
2025-04-01,0,81525,24,0,0.000000
2025-04-02,0,87329,24,0,0.000000
2025-04-03,0,89403,24,0,0.000000
2025-04-04,0,82940,24,0,0.000000
2025-04-05,0,95091,24,0,0.000000
2025-04-06,0,88296,24,0,0.000000
2025-04-07,0,91469,26,0,0.000000
2025-04-08,0,90513,24,0,0.000000
2025-04-09,0,92996,24,0,0.000000
2025-04-10,0,95281,24,0,0.000000
2025-04-11,0,83697,22,0,0.000000
2025-04-12,0,77713,24,0,0.000000
2025-04-13,0,88751,26,0,0.000000
2025-04-14,0,98192,26,0,0.000000
2025-04-15,0,87716,24,0,0.000000
2025-04-16,0,86511,24,0,0.000000
2025-04-17,0,88205,24,0,0.000000
2025-04-18,0,88996,24,0,0.000000
2025-04-19,0,100085,24,0,0.000000
2025-04-20,0,97849,26,0,0.000000
2025-04-21,0,90586,26,0,0.000000
2025-04-22,0,76429,24,0,0.000000
2025-04-23,0,88018,24,0,0.000000
2025-04-24,0,90618,24,0,0.000000
2025-04-25,0,90034,24,0,0.000000
2025-04-26,0,30714,20,0,0.000000
2025-04-27,0,12069,24,0,0.000000
2025-04-28,0,19928,24,0,0.000000
2025-04-29,0,83330,24,0,0.000000
2025-04-30,0,87886,24,0,0.000000
2025-05-01,0,90262,24,0,0.000000
2025-05-02,0,84398,24,0,0.000000
2025-05-03,0,87931,24,0,0.000000
2025-05-04,0,86945,23,0,0.000000
2025-05-05,0,84509,24,0,0.000000
2025-05-06,0,91911,24,0,0.000000
2025-05-07,0,100534,24,0,0.000000
2025-05-08,0,101625,24,0,0.000000
2025-05-09,0,97200,24,0,0.000000
2025-05-10,0,106997,24,0,0.000000
2025-05-11,0,97934,24,0,0.000000
2025-05-12,0,101195,24,0,0.000000
2025-05-13,0,95989,24,0,0.000000
2025-05-14,0,86103,24,0,0.000000
2025-05-15,0,85515,24,0,0.000000
2025-05-16,0,85938,24,0,0.000000
2025-05-17,0,62800,24,0,0.000000
2025-05-18,0,26113,24,0,0.000000
2025-05-19,0,22378,24,0,0.000000
2025-05-20,0,35152,24,0,0.000000
2025-05-21,0,58353,24,0,0.000000
2025-05-22,0,90615,24,0,0.000000
2025-05-23,0,88604,24,0,0.000000
2025-05-24,0,95259,24,1,0.020995
2025-05-25,0,88853,24,0,0.000000
2025-05-26,0,98298,24,0,0.000000
2025-05-27,0,97280,21,1,0.030839
2025-05-28,0,85649,24,0,0.000000
2025-05-29,0,92330,24,0,0.000000
2025-05-30,0,88168,24,0,0.000000
2025-05-31,0,90286,24,0,0.000000
2025-06-01,0,98487,24,2,0.020307
2025-06-02,0,92659,24,0,0.000000
2025-06-03,0,83093,24,0,0.000000
2025-06-04,0,73936,24,0,0.000000
2025-06-05,0,82528,24,4,0.181756
2025-06-06,0,87788,24,11,0.694856
2025-06-07,0,87732,26,9,0.490129
2025-06-08,0,100121,23,6,0.059927
2025-06-09,0,100477,24,3,0.029858
2025-06-10,0,108661,24,1,0.018406
2025-06-11,0,97288,24,2,0.020558
2025-06-12,0,86801,24,0,0.000000
2025-06-13,0,114748,24,0,0.000000
2025-06-14,0,114199,23,0,0.000000
2025-06-15,0,84343,22,0,0.000000
2025-06-16,0,101733,24,0,0.000000
2025-06-17,0,100697,24,0,0.000000
2025-06-18,0,106423,24,0,0.000000
2025-06-19,0,100011,24,0,0.000000
2025-06-20,0,100645,24,0,0.000000
2025-06-21,0,102742,24,0,0.000000
2025-06-22,0,112197,24,0,0.000000
2025-06-23,0,111717,24,0,0.000000
2025-06-24,0,108621,24,0,0.000000
2025-06-25,0,104576,24,0,0.000000
2025-06-26,0,97730,24,0,0.000000
2025-06-27,0,105268,24,0,0.000000
2025-06-28,0,107101,24,0,0.000000
2025-06-29,0,99764,24,0,0.000000
2025-06-30,0,104931,24,0,0.000000
2025-07-01,0,106253,24,0,0.000000
2025-07-02,0,112532,24,0,0.000000
2025-07-03,0,95662,24,0,0.000000
2025-07-04,0,107268,24,0,0.000000
2025-07-05,0,73592,17,0,0.000000
2025-07-06,0,68926,26,0,0.000000
2025-07-07,0,79584,24,2,0.037696
2025-07-08,0,73169,24,7,0.300674
2025-07-09,0,75482,24,15,0.596169
2025-07-10,0,82834,24,4,0.096579
2025-07-11,0,85762,24,9,0.314825
2025-07-12,0,91714,24,17,0.719628
2025-07-13,0,93046,23,9,0.247190
2025-07-14,0,93447,24,14,0.716984
2025-07-15,0,83092,24,22,1.408078
2025-07-16,0,88077,24,24,1.930129
2025-07-17,0,87302,24,24,2.245080
2025-07-18,0,90506,24,22,2.585464
2025-07-19,0,94720,24,23,2.143159
2025-07-20,0,92566,23,14,0.875051
2025-07-21,0,95410,24,12,0.744157
2025-07-22,0,90290,24,24,1.550559
2025-07-23,0,99357,24,19,2.053202
2025-07-24,0,89528,24,22,2.412653
2025-07-25,0,94200,24,22,1.581741
2025-07-26,0,92219,24,22,1.843438
2025-07-27,0,86931,24,16,1.196351
2025-07-28,0,97552,24,17,0.615057
2025-07-29,0,89045,24,13,0.606435
2025-07-30,0,93778,24,19,1.290281
2025-07-31,0,92538,24,16,1.145475
2025-08-01,0,86501,24,19,1.179177
2025-08-02,0,92780,24,18,0.646691
2025-08-03,0,95896,24,9,0.385835
2025-08-04,0,96486,24,4,0.217648
2025-08-05,0,100563,24,22,1.073954
2025-08-06,0,76625,24,19,1.605220
2025-08-07,0,86711,24,16,1.187854
2025-08-08,0,102327,24,11,0.342041
2025-08-09,0,105476,24,9,0.151693
2025-08-10,0,96591,24,6,0.134588
2025-08-11,0,99510,24,7,0.261280
2025-08-12,0,92166,24,11,0.466549
2025-08-13,0,87510,24,9,0.742772
2025-08-14,0,93857,24,10,0.330290
2025-08-15,0,99833,24,1,0.010017
2025-08-16,0,110628,24,0,0.000000
2025-08-17,0,100302,24,2,0.059819
2025-08-18,0,106623,24,5,0.112546
2025-08-19,0,100793,24,17,0.426617
2025-08-20,0,112516,24,12,0.391055
2025-08-21,0,106035,24,8,0.414957
2025-08-22,0,86714,24,16,1.176281
2025-08-23,0,96092,24,17,1.040669
2025-08-24,0,94620,24,3,0.063412
2025-08-25,0,98295,24,6,0.447632
2025-08-26,0,95374,24,10,0.702498
2025-08-27,0,93765,24,3,0.373274
2025-08-28,0,88666,24,0,0.000000
2025-08-29,0,93370,24,0,0.000000
2025-08-30,0,96899,24,0,0.000000
2025-08-31,0,97596,24,10,0.614779
2025-09-01,0,106320,24,10,0.470278
2025-09-02,0,89809,24,12,0.746028
2025-09-03,0,91074,24,22,1.614072
2025-09-04,0,85308,24,14,0.855723
2025-09-05,0,80805,24,6,0.321762
2025-09-06,0,84419,24,3,0.035537
2025-09-07,0,94179,24,9,0.382251
2025-09-08,0,86070,24,8,0.557686
2025-09-09,0,81910,24,21,1.440606
2025-09-10,0,86494,24,9,0.670567
2025-09-11,0,94456,24,9,0.317608
2025-09-12,0,84872,24,4,0.200302
2025-09-13,0,90854,24,2,0.033020
2025-09-14,0,91237,24,5,0.241130
2025-09-15,0,88592,24,3,0.180603
2025-09-16,0,91774,24,7,0.217927
2025-09-17,0,91466,24,21,0.830910
2025-09-18,0,95079,24,10,0.283974
2025-09-19,0,108254,24,8,0.341789
2025-09-20,0,104206,24,12,0.470222
2025-09-21,0,77701,20,0,0.000000
2025-09-22,0,92267,24,3,0.054191
2025-09-23,0,89842,24,2,0.022261
2025-09-24,0,91773,24,5,0.163447
2025-09-25,0,98993,24,9,0.242441
2025-09-26,0,94313,24,2,0.042412
2025-09-27,0,98295,24,1,0.010173
2025-09-28,0,92737,24,3,0.075482
2025-09-29,0,99613,24,4,0.080311
2025-09-30,0,93512,24,0,0.000000
2025-10-01,0,92325,24,4,0.086650
2025-10-02,0,84443,24,5,0.118423
2025-10-03,0,85296,24,1,0.035172
2025-10-04,0,100719,24,2,0.049643
2025-10-05,0,93740,24,3,0.085342
2025-10-06,0,101336,24,6,0.197363
2025-10-07,0,97514,24,10,0.297393
2025-10-08,0,91317,24,7,0.262821
2025-10-09,0,106072,24,5,0.084848
2025-10-10,0,95053,24,2,0.042082
2025-10-11,0,98383,24,0,0.000000
2025-10-12,0,103315,24,2,0.019358
2025-10-13,0,112361,24,0,0.000000
2025-10-14,0,93500,24,2,0.032086
2025-10-15,0,94016,24,7,0.191457
2025-10-16,0,91077,22,3,0.032939
2025-10-17,0,98185,24,5,0.193512
2025-10-18,0,96051,24,10,0.322745
2025-10-19,0,95937,24,0,0.000000
2025-10-20,0,79713,24,4,0.188175
2025-10-21,0,110786,24,8,0.370083
